,age_group,gender,education,total_fam_income,marital_status,nicotine,alcohol,marijuana,cocaine,heroin,hallucinogen,inhalant,methamphetamine,pain_reliever,tranquilizer,stimulant,psychotherapeutic,think,plan,attempt
1964,5,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,4,0,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1966,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1967,5,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1969,2,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,3,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,5,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,2,0,3,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1973,4,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,4,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,4,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1980,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1981,2,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,2,0,3,7,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1985,3,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1987,4,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,3,0,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,3,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,3,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1992,2,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,3,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,2,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,2,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2003,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2005,4,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,5,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2,1,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2009,4,0,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2011,4,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,3,1,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,3,0,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,2,0,4,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2022,5,1,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,2,1,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2028,4,1,4,7,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2030,5,0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,4,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2035,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2036,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2038,2,1,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2039,2,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2042,4,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,4,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2044,2,1,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,5,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2046,2,0,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2048,4,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2049,2,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2050,3,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2051,3,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,3,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,3,1,3,4,4,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0
2056,2,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,3,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2060,3,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2062,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2063,3,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,4,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2065,5,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2067,2,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2068,2,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2069,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2072,2,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2075,2,1,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2078,2,1,4,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2079,4,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,3,1,3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2081,3,0,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
2082,5,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2083,4,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,3,0,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2088,2,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2093,5,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,3,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2098,4,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2100,2,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,3,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2102,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,3,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,4,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2106,3,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2108,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2110,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,3,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,4,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2113,3,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2114,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,3,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2117,3,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2119,2,1,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2120,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2124,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,4,0,3,6,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2127,3,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2128,4,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2130,5,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2132,5,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2134,2,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2136,2,1,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,4,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2138,2,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2139,4,0,3,6,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2140,4,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,4,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,4,1,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2146,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2149,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2150,4,1,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,4,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,3,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2157,2,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2159,2,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,5,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2162,2,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,4,0,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,2,1,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2168,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2169,2,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2171,3,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2172,2,0,3,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,4,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,3,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,4,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2176,5,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,5,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,5,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,3,0,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2184,4,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,5,0,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,3,0,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2190,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,3,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2193,3,0,4,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2195,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2198,3,1,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,2,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,2,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2205,4,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,3,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,3,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2210,2,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,2,1,1,1,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2212,3,1,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2214,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,4,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2216,4,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,2,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2218,4,0,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2219,2,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2220,3,1,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2222,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2225,4,0,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,2,1,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2228,4,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,4,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2231,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2232,4,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,2,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2236,4,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2238,4,1,2,7,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
2240,5,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,3,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,4,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2246,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,4,0,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2250,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2251,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2252,4,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2254,3,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2255,5,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2257,2,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2258,5,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,5,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,2,1,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,2,0,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2263,4,1,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,2,1,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,3,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2266,2,1,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,3,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2268,2,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2269,3,1,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2270,2,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,4,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,5,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2273,4,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,5,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2275,5,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,5,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,2,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,3,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,2,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,4,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,5,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2285,4,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,5,0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2288,2,1,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2290,2,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2291,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2294,3,1,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,3,1,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2296,5,1,3,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2297,4,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2299,4,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,4,1,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,5,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,3,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2308,4,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,2,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2310,4,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2311,2,1,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2313,2,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,2,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,5,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,2,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,3,1,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,2,1,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2322,2,1,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,2,1,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2324,2,0,2,6,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2325,3,0,3,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2327,2,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2332,2,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2333,3,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,3,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2338,4,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2339,2,1,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2341,5,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,5,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,3,0,4,3,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2344,2,1,2,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,3,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2348,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2349,2,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2350,2,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2351,4,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2352,5,1,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,3,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,5,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2356,4,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,3,0,3,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,2,1,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2362,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2363,5,0,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,3,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2370,2,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2373,2,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2374,4,0,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,2,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2376,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2378,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2379,2,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,2,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2387,3,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2388,3,1,4,3,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2389,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2390,4,1,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,4,1,3,7,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2395,3,1,1,7,4,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0
2396,3,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,3,0,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2400,5,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,4,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,4,1,4,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,5,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,5,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2408,4,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2412,2,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,2,1,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2416,4,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2419,3,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2420,4,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,5,0,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2422,2,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,2,1,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2426,2,1,3,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2428,5,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2429,2,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2432,4,1,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2433,3,0,3,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2436,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2437,5,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,3,0,2,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2440,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2443,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,3,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2446,3,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2447,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
