,age_group,gender,education,total_fam_income,marital_status,nicotine,alcohol,marijuana,cocaine,heroin,hallucinogen,inhalant,methamphetamine,pain_reliever,tranquilizer,stimulant,psychotherapeutic,think,plan,attempt
1054,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1074,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1079,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1081,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1091,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1093,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1097,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1101,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1102,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1104,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1115,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1118,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1121,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1127,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1129,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1130,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1132,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1133,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1137,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1139,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1142,1,1,5,6,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1144,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1148,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1149,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1155,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1157,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1164,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1171,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1179,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1180,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1188,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,1,0,5,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
1197,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1202,1,0,5,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1216,1,0,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1218,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1231,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1240,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1241,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1253,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1257,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,1,1,5,7,4,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0
1266,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1268,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1269,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1271,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1276,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1282,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1283,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1285,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1286,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1288,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1294,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1302,1,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1306,1,1,5,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1307,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1308,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1311,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1313,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1315,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1319,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1328,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1333,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1334,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1336,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1337,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1353,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1360,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1365,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1376,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1377,1,0,5,6,4,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1
1379,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1381,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1387,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1389,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1392,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1397,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1,0,5,6,4,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1402,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1415,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1420,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1422,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1427,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1429,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1436,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1448,1,1,5,6,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1450,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1466,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1475,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1477,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1479,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1499,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,1,0,5,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1502,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1519,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1520,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1521,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1526,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1535,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1537,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1541,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1542,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1548,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1555,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1557,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1563,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1567,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1574,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1577,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1579,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1581,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1583,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1585,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1586,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1587,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1588,1,0,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1589,1,1,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1607,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1615,1,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1617,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1618,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1623,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1628,1,0,5,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1634,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1638,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1642,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1652,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1662,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,1,1,5,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1678,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1679,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1690,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1701,1,1,5,7,4,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0
1706,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1707,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1709,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1722,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1724,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1740,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1741,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1742,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1751,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1752,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1753,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1755,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1766,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1768,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1780,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1783,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1785,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1787,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1788,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1789,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1790,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1798,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,1,0,5,4,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1810,1,0,5,3,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
1811,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1813,1,0,5,4,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1816,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1823,1,1,5,7,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
1824,1,0,5,3,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1
1829,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1835,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1836,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1840,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1847,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1852,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1853,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1854,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1860,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1874,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1876,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1892,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1901,1,1,5,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1913,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1919,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1926,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1928,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1935,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1943,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1945,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1958,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1960,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1975,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1982,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1984,1,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1994,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1995,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2001,1,0,5,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2004,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2015,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,0,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2023,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2031,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2037,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2040,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2059,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2071,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2074,1,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2076,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2086,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2089,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2090,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2091,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2094,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2097,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2107,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2109,1,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2118,1,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,1,1,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2123,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
